#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
AgamP4_2L:16878499-16880231 -            523 63924at6656          -            451  2.9e-180  597.3   0.0   1   1  1.2e-182  4.4e-180  596.7   0.0     1   451     1   523     1   523 0.90 -
AgamP4_2R:56703769-56706752 -            332 63924at6656          -            451   8.4e-35  117.9   0.0   1   2   3.1e-30   1.2e-27   94.3   0.0    14   175    13   174     3   199 0.92 -
AgamP4_2R:56703769-56706752 -            332 63924at6656          -            451   8.4e-35  117.9   0.0   2   2   3.6e-08   1.4e-05   21.6   0.0   384   443   256   320   233   324 0.78 -
AgamP4_3L:34569572-34573350 -            285 63924at6656          -            451     2e-21   73.7   0.0   1   2   2.9e-18   1.1e-15   54.9   0.0    18   172     7   160     3   183 0.87 -
AgamP4_3L:34569572-34573350 -            285 63924at6656          -            451     2e-21   73.7   0.0   2   2   7.8e-07    0.0003   17.2   0.0   394   442   236   284   213   285 0.87 -
AgamP4_3R:13805740-13808122 -            665 63924at6656          -            451   1.6e-17   61.0   0.3   1   1   6.9e-20   2.7e-17   60.2   0.3    30   166    14   149     8   156 0.87 -
AgamP4_2L:10126608-10127438 -            277 63924at6656          -            451   1.2e-10   38.3   0.1   1   2   1.9e-11   7.2e-09   32.4   0.0    43   132     4    91     1   101 0.87 -
AgamP4_2L:10126608-10127438 -            277 63924at6656          -            451   1.2e-10   38.3   0.1   2   2    0.0082       3.1    3.9   0.1   408   442   242   276   237   277 0.91 -
AgamP4_3L:34567194-34569499 -            203 63924at6656          -            451   4.9e-08   29.6   0.0   1   1   1.3e-10   5.1e-08   29.6   0.0    30   168     7   155     1   187 0.78 -
AgamP4_2R:9100181-9101005   -            275 63924at6656          -            451   4.5e-07   26.5   0.0   1   2   6.5e-09   2.5e-06   24.0   0.0    18   131     1   115     1   143 0.86 -
AgamP4_2R:9100181-9101005   -            275 63924at6656          -            451   4.5e-07   26.5   0.0   2   2     0.095        37    0.4   0.0   407   444   183   221   174   228 0.72 -
AgamP4_3R:23537861-23539101 -            389 63924at6656          -            451    0.0018   14.6   0.0   1   1   7.2e-06    0.0027   14.0   0.0    36   106    49   118    42   138 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/busco_downloads/lineages/arthropoda_odb10/hmms/63924at6656.hmm
# Target file:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/VB59_AgambiaePEST_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/VectorBase-59_AgambiaePEST_Genome.fasta.modified.fas
# Option settings: hmmsearch --domtblout /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/VB59_AgambiaePEST_BUSCO/run_arthropoda_odb10/hmmer_output/initial_run_results/63924at6656.out --cpu 1 /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/busco_downloads/lineages/arthropoda_odb10/hmms/63924at6656.hmm /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/VB59_AgambiaePEST_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/VectorBase-59_AgambiaePEST_Genome.fasta.modified.fas 
# Current dir:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco
# Date:            Fri Jan 27 16:41:28 2023
# [ok]
