#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
AgamP4_2R:33403490-33405607   -            630 67491at6656          -            286   1.8e-65  215.8   0.1   1   2   2.7e-25   1.8e-24   81.2   0.1     5    76   115   189   113   199 0.84 -
AgamP4_2R:33403490-33405607   -            630 67491at6656          -            286   1.8e-65  215.8   0.1   2   2   1.1e-40   7.4e-40  131.8   0.0   173   266   352   460   349   474 0.88 -
AgamP4_2R:25618299-25619142   -            258 67491at6656          -            286   1.1e-54  180.4   0.3   1   1   3.5e-55   2.4e-54  179.3   0.3    25   266     1   253     1   258 0.87 -
AgamP4_2L:31592315-31647782   -            245 67491at6656          -            286   1.6e-39  130.6   0.0   1   1   5.6e-40   3.8e-39  129.4   0.0    56   280     2   234     1   240 0.81 -
AgamP4_2R:18104782-18105724   -            219 67491at6656          -            286   8.8e-36  118.4   0.0   1   2   2.1e-34   1.4e-33  111.2   0.0    83   244     1   166     1   170 0.87 -
AgamP4_2R:18104782-18105724   -            219 67491at6656          -            286   8.8e-36  118.4   0.0   2   2     0.033      0.23    5.5   0.0   244   272   187   216   180   219 0.81 -
AgamP4_X:362522-485833        -            273 67491at6656          -            286   1.8e-33  110.8   0.0   1   1   4.2e-34   2.8e-33  110.2   0.0    28   244     6   221     2   225 0.87 -
AgamP4_X:1579006-1620716      -            272 67491at6656          -            286   2.2e-33  110.5   0.0   1   1   4.3e-34   2.9e-33  110.1   0.0    55   245     1   189     1   196 0.89 -
AgamP4_3R:2154154-2239338     -            224 67491at6656          -            286   4.1e-33  109.6   0.0   1   1     7e-34   4.7e-33  109.4   0.0    30   242     3   212     1   223 0.88 -
AgamP4_2L:13873599-13919810   -            293 67491at6656          -            286   9.6e-33  108.4   0.5   1   2   9.7e-07   6.6e-06   20.4   0.2    28    85     1    55     1    59 0.91 -
AgamP4_2L:13873599-13919810   -            293 67491at6656          -            286   9.6e-33  108.4   0.5   2   2     7e-27   4.7e-26   86.5   0.0    84   245    76   236    74   241 0.87 -
AgamP4_2L:20428147-20478391   -            262 67491at6656          -            286   9.6e-33  108.4   0.0   1   1   1.7e-33   1.1e-32  108.2   0.0    32   233     6   205     1   219 0.83 -
AgamP4_2R:57948512-58031063   -            306 67491at6656          -            286   1.5e-32  107.8   0.3   1   1   2.8e-33   1.9e-32  107.4   0.3    45   242    33   233     1   238 0.84 -
AgamP4_UNKN:34648489-34649382 -            222 67491at6656          -            286   4.6e-32  106.2   0.1   1   1   2.5e-32   1.7e-31  104.3   0.0   192   266     1    90     1   105 0.86 -
