#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
AgamP4_3R:47428386-47430880   -            310 132760at6656         -            145   1.3e-74  243.7   0.0   1   1   4.7e-76   1.9e-74  243.1   0.0     2   139     1   153     1   157 0.94 -
AgamP4_UNKN:31346796-31347155 -            120 132760at6656         -            145   9.5e-65  211.6   0.1   1   1   2.7e-66     1e-64  211.5   0.1     2   112     2   120     1   120 0.96 -
AAAB01008929:19957-20488      -            155 132760at6656         -            145   1.6e-44  146.1   0.0   1   1   4.4e-46   1.7e-44  145.9   0.0     4   139     2   146     1   152 0.88 -
AgamP4_3R:14561561-14562093   -            152 132760at6656         -            145   2.4e-40  132.5   0.0   1   1   6.4e-42   2.5e-40  132.4   0.0     4   132     3   141     1   152 0.88 -
AgamP4_2L:49141266-49263858   -            183 132760at6656         -            145   1.2e-36  120.5   0.0   1   1   3.5e-38   1.4e-36  120.3   0.0     3   137    27   172    25   182 0.85 -
AgamP4_3L:41236681-41237109   -            143 132760at6656         -            145     6e-36  118.2   0.0   1   1   1.6e-37   6.3e-36  118.2   0.0     9   132     4   137     1   143 0.90 -
AgamP4_X:8018042-8018407      -            122 132760at6656         -            145   7.7e-26   85.5   0.0   1   1   2.2e-27   8.6e-26   85.3   0.0    23   123    12   121     1   122 0.85 -
AgamP4_2R:34495471-34607511   -            140 132760at6656         -            145   6.4e-17   56.5   0.1   1   1   3.1e-17   1.2e-15   52.4   0.1     9   132     1   138     1   139 0.83 -
AgamP4_2L:46284524-46284694   -             57 132760at6656         -            145   3.5e-12   41.2   0.0   1   1   8.8e-14   3.5e-12   41.2   0.0    79   124     2    47     1    57 0.83 -
AgamP4_2R:30061978-30063622   -            116 132760at6656         -            145   1.2e-10   36.2   0.1   1   1   1.6e-11   6.2e-10   33.9   0.1    10   126     1   103     1   115 0.79 -
AgamP4_2R:11972347-12095048   -             88 132760at6656         -            145   0.00077   14.1   0.0   1   1   2.2e-05   0.00086   14.0   0.0    25    70     6    46     3    65 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/busco_downloads/lineages/arthropoda_odb10/hmms/132760at6656.hmm
# Target file:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/VB59_AgambiaePEST_BUSCO/run_arthropoda_odb10/metaeuk_output/rerun_results/VectorBase-59_AgambiaePEST_Genome.fasta.modified.fas
# Option settings: hmmsearch --domtblout /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/VB59_AgambiaePEST_BUSCO/run_arthropoda_odb10/hmmer_output/rerun_results/132760at6656.out --cpu 1 /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/busco_downloads/lineages/arthropoda_odb10/hmms/132760at6656.hmm /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/VB59_AgambiaePEST_BUSCO/run_arthropoda_odb10/metaeuk_output/rerun_results/VectorBase-59_AgambiaePEST_Genome.fasta.modified.fas 
# Current dir:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco
# Date:            Fri Jan 27 18:25:46 2023
# [ok]
