#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TCONS_00058791:149-1310  -            339 104595at6656         -            231   1.9e-55  187.1  22.3   1   2   1.5e-15   6.1e-13   48.0   8.3     1   111     4   141     4   160 0.76 -
TCONS_00058791:149-1310  -            339 104595at6656         -            231   1.9e-55  187.1  22.3   2   2   4.2e-44   1.7e-41  141.5   6.1   132   231   234   334   228   334 0.94 -
TCONS_00058792:149-1165  -            339 104595at6656         -            231   1.9e-55  187.1  22.3   1   2   1.5e-15   6.1e-13   48.0   8.3     1   111     4   141     4   160 0.76 -
TCONS_00058792:149-1165  -            339 104595at6656         -            231   1.9e-55  187.1  22.3   2   2   4.2e-44   1.7e-41  141.5   6.1   132   231   234   334   228   334 0.94 -
TCONS_00062003:166-1246  -            339 104595at6656         -            231   1.9e-55  187.1  22.3   1   2   1.5e-15   6.1e-13   48.0   8.3     1   111     4   141     4   160 0.76 -
TCONS_00062003:166-1246  -            339 104595at6656         -            231   1.9e-55  187.1  22.3   2   2   4.2e-44   1.7e-41  141.5   6.1   132   231   234   334   228   334 0.94 -
TCONS_00004288:670-1389  -            240 104595at6656         -            231   4.7e-18   64.8  20.8   1   2    0.0017      0.69    8.6   8.5    32    94     1    66     1   147 0.72 -
TCONS_00004288:670-1389  -            240 104595at6656         -            231   4.7e-18   64.8  20.8   2   2   2.9e-19   1.2e-16   60.2   6.7   123   223   133   237   113   240 0.79 -
TCONS_00008443:694-1413  -            240 104595at6656         -            231   4.7e-18   64.8  20.8   1   2    0.0017      0.69    8.6   8.5    32    94     1    66     1   147 0.72 -
TCONS_00008443:694-1413  -            240 104595at6656         -            231   4.7e-18   64.8  20.8   2   2   2.9e-19   1.2e-16   60.2   6.7   123   223   133   237   113   240 0.79 -
TCONS_00010137:670-1389  -            240 104595at6656         -            231   4.7e-18   64.8  20.8   1   2    0.0017      0.69    8.6   8.5    32    94     1    66     1   147 0.72 -
TCONS_00010137:670-1389  -            240 104595at6656         -            231   4.7e-18   64.8  20.8   2   2   2.9e-19   1.2e-16   60.2   6.7   123   223   133   237   113   240 0.79 -
TCONS_00012145:670-1389  -            240 104595at6656         -            231   4.7e-18   64.8  20.8   1   2    0.0017      0.69    8.6   8.5    32    94     1    66     1   147 0.72 -
TCONS_00012145:670-1389  -            240 104595at6656         -            231   4.7e-18   64.8  20.8   2   2   2.9e-19   1.2e-16   60.2   6.7   123   223   133   237   113   240 0.79 -
TCONS_00013778:1013-1732 -            240 104595at6656         -            231   4.7e-18   64.8  20.8   1   2    0.0017      0.69    8.6   8.5    32    94     1    66     1   147 0.72 -
TCONS_00013778:1013-1732 -            240 104595at6656         -            231   4.7e-18   64.8  20.8   2   2   2.9e-19   1.2e-16   60.2   6.7   123   223   133   237   113   240 0.79 -
TCONS_00006976:670-1383  -            238 104595at6656         -            231   8.4e-18   63.9  21.2   1   2   0.00072      0.29    9.8   6.7    32    92     1    64     1   117 0.78 -
TCONS_00006976:670-1383  -            238 104595at6656         -            231   8.4e-18   63.9  21.2   2   2   6.5e-19   2.6e-16   59.1   7.4   123   220   133   234   113   238 0.80 -
TCONS_00012144:670-1383  -            238 104595at6656         -            231   8.4e-18   63.9  21.2   1   2   0.00072      0.29    9.8   6.7    32    92     1    64     1   117 0.78 -
TCONS_00012144:670-1383  -            238 104595at6656         -            231   8.4e-18   63.9  21.2   2   2   6.5e-19   2.6e-16   59.1   7.4   123   220   133   234   113   238 0.80 -
TCONS_00013411:684-1385  -            234 104595at6656         -            231   2.7e-17   62.3  22.3   1   2     0.002      0.78    8.4   8.6    32    92     1    64     1   140 0.75 -
TCONS_00013411:684-1385  -            234 104595at6656         -            231   2.7e-17   62.3  22.3   2   2   1.1e-18   4.5e-16   58.3   7.6   123   218   133   232   111   234 0.80 -
TCONS_00011696:694-1377  -            228 104595at6656         -            231   1.1e-16   60.3  20.5   1   2   0.00085      0.34    9.6   7.1    32    92     1    64     1   120 0.77 -
TCONS_00011696:694-1377  -            228 104595at6656         -            231   1.1e-16   60.3  20.5   2   2   8.3e-18   3.3e-15   55.4   6.6   123   213   133   227   112   228 0.83 -
TCONS_00004286:733-1419  -            229 104595at6656         -            231   1.7e-15   56.4  20.7   1   2    0.0029       1.2    7.8   9.2    32    92     1    64     1   135 0.75 -
TCONS_00004286:733-1419  -            229 104595at6656         -            231   1.7e-15   56.4  20.7   2   2   3.6e-16   1.4e-13   50.1   8.6   123   214   133   228    82   229 0.84 -
TCONS_00010964:851-1537  -            229 104595at6656         -            231   1.7e-15   56.4  20.7   1   2    0.0029       1.2    7.8   9.2    32    92     1    64     1   135 0.75 -
TCONS_00010964:851-1537  -            229 104595at6656         -            231   1.7e-15   56.4  20.7   2   2   3.6e-16   1.4e-13   50.1   8.6   123   214   133   228    82   229 0.84 -
TCONS_00011697:709-1395  -            229 104595at6656         -            231   1.7e-15   56.4  20.7   1   2    0.0029       1.2    7.8   9.2    32    92     1    64     1   135 0.75 -
TCONS_00011697:709-1395  -            229 104595at6656         -            231   1.7e-15   56.4  20.7   2   2   3.6e-16   1.4e-13   50.1   8.6   123   214   133   228    82   229 0.84 -
TCONS_00011698:670-1356  -            229 104595at6656         -            231   1.7e-15   56.4  20.7   1   2    0.0029       1.2    7.8   9.2    32    92     1    64     1   135 0.75 -
TCONS_00011698:670-1356  -            229 104595at6656         -            231   1.7e-15   56.4  20.7   2   2   3.6e-16   1.4e-13   50.1   8.6   123   214   133   228    82   229 0.84 -
TCONS_00041089:337-1695  -            453 104595at6656         -            231   2.4e-15   55.9   6.2   1   2      0.21        83    1.8   4.5    44   144   188   283   160   293 0.55 -
TCONS_00041089:337-1695  -            453 104595at6656         -            231   2.4e-15   55.9   6.2   2   2     6e-18   2.4e-15   55.9   6.2   126   229   345   448   341   452 0.85 -
TCONS_00003680:391-1483  -            332 104595at6656         -            231   1.1e-06   27.6   0.9   1   2       3.9   1.6e+03   -2.4   0.1   119   151    67   103    38   116 0.63 -
